Timestamp,RA,Dec,trackingRA,trackingDec
2026-04-24_07:34:23.027115,213.567864,19.068324,214.240007401,19.0572166443
2026-04-24_07:34:29.036072,213.567666,19.068173,214.240050316,19.0576877594
2026-04-24_07:34:32.040500,213.567681,19.068638,214.240036011,19.0574512482
2026-04-24_07:34:35.545725,213.567058,19.068676,214.240107536,19.0575714111
2026-04-24_07:34:39.050864,213.566699,19.069237,214.240064621,19.0575847626
2026-04-24_07:34:42.055405,213.566254,19.069019,214.240078926,19.0572986603
2026-04-24_07:34:48.565059,213.565752,19.069885,214.240064621,19.0574932098
2026-04-24_07:34:49.065807,213.565715,19.070007,214.240050316,19.0576820374
2026-04-24_07:34:58.579866,213.565559,19.070403,214.240021706,19.0573863983
2026-04-24_07:34:59.080670,213.56549,19.070474,214.240021706,19.0575180054
2026-04-24_07:35:09.596260,213.564977,19.071752,214.240078926,19.0576457977
2026-04-24_07:35:10.096996,213.564844,19.071824,214.240064621,19.0576286316
2026-04-24_07:35:21.614116,213.563966,19.072509,214.240050316,19.0575180054
2026-04-24_07:35:22.114795,213.563969,19.072574,214.240036011,19.0575790405
2026-04-24_07:35:34.633406,213.563369,19.073672,214.240007401,19.0575332642
2026-04-24_07:35:35.134218,213.563298,19.073861,214.240050316,19.0576305389
2026-04-24_07:35:48.654196,213.5626,19.074434,214.240050316,19.0576324463
2026-04-24_07:35:49.154891,213.562542,19.074361,214.240064621,19.0576839447
2026-04-24_07:36:03.676512,213.562029,19.075628,214.240064621,19.0576591492
2026-04-24_07:36:04.177253,213.562052,19.075778,214.240064621,19.0576095581
2026-04-24_07:36:20.201034,213.560344,19.076906,214.240036011,19.0573749542
2026-04-24_07:36:20.701754,213.560362,19.076791,214.240021706,19.0569839478
2026-04-24_07:36:37.226243,213.559078,19.078103,214.240064621,19.0575351715
2026-04-24_07:36:37.726996,213.559148,19.078329,214.240064621,19.0575027466
2026-04-24_07:36:55.253021,213.558318,19.079239,214.240050316,19.0574131012
2026-04-24_07:36:55.753800,213.558219,19.079121,214.240078926,19.0575332642
2026-04-24_07:37:14.781988,213.556856,19.080669,214.240050316,19.0575504303
2026-04-24_07:37:15.282747,213.556894,19.080595,214.240021706,19.057384491
2026-04-24_07:37:34.811714,213.555874,19.081905,214.240036011,19.0575180054
2026-04-24_07:37:35.312448,213.555945,19.082042,214.240050316,19.057554245
2026-04-24_07:37:55.843045,213.554701,19.08386,214.240050316,19.0576305389
2026-04-24_07:37:56.343794,213.554634,19.083898,214.23997879,19.0569782257
2026-04-24_07:38:17.875658,213.552824,19.084856,214.240007401,19.0575065613
2026-04-24_07:38:18.376434,213.552875,19.085195,214.240078926,19.0575904846
2026-04-24_07:38:40.909959,213.551867,19.086961,214.240050316,19.0577011108
2026-04-24_07:38:41.410630,213.55182,19.087189,214.240007401,19.0573730469
2026-04-24_07:39:04.945513,213.550326,19.089355,214.240050316,19.05768013
2026-04-24_07:39:05.446249,213.550277,19.08938,214.240021706,19.0573501587
2026-04-24_07:39:29.982692,213.549045,19.09054,214.240007401,19.0572757721
2026-04-24_07:39:30.483427,213.548889,19.090735,214.240078926,19.0576877594
2026-04-24_07:39:56.522046,213.547593,19.092612,214.240036011,19.0575180054
2026-04-24_07:39:57.022799,213.547335,19.093076,214.240021706,19.0575351715
2026-04-24_07:40:23.562128,213.546014,19.095068,214.240078926,19.0576953888
2026-04-24_07:40:24.063055,213.54591,19.09542,214.240036011,19.0575904846
2026-04-24_07:40:52.104566,213.544191,19.096489,214.240021706,19.0572662354
2026-04-24_07:40:52.605255,213.54426,19.096494,214.240121841,19.0578174591
2026-04-24_07:41:21.648413,213.542841,19.099168,214.240107536,19.0577220917
2026-04-24_07:41:22.149164,213.542756,19.099295,214.240064621,19.0576171875
2026-04-24_07:41:51.693059,213.541246,19.101451,214.23992157,19.0569038391
2026-04-24_07:41:52.193769,213.541247,19.100952,214.240078926,19.0577926636
2026-04-24_07:42:23.239841,213.539952,19.103706,214.240050316,19.0577869415
2026-04-24_07:42:23.740649,213.539784,19.104036,214.239907265,19.0569076538
2026-04-24_07:42:55.287433,213.537999,19.106091,214.240121841,19.0576305389
2026-04-24_07:42:55.788149,213.537984,19.106308,214.239993095,19.0570068359
2026-04-24_07:43:28.837288,213.535429,19.108774,214.240007401,19.0574226379
2026-04-24_07:43:29.338054,213.535272,19.108992,214.240078926,19.0577812195
2026-04-24_07:44:03.388590,213.534066,19.1122,214.240078926,19.0576400757
2026-04-24_07:44:03.889315,213.534408,19.112018,214.240050316,19.0575580597
2026-04-24_07:44:38.440624,213.532429,19.113889,214.240007401,19.0572109222
2026-04-24_07:44:38.941408,213.53249,19.114093,214.240121841,19.0577526093
2026-04-24_07:45:14.494239,213.530692,19.117093,214.239935875,19.0569438934
2026-04-24_07:45:14.994909,213.530359,19.116614,214.240136147,19.0577602386
2026-04-24_07:45:52.049943,213.52876,19.12024,214.240136147,19.0578193665
2026-04-24_07:45:52.550693,213.528726,19.12025,214.240093231,19.057554245
2026-04-24_07:46:30.607191,213.52696,19.123364,214.240064621,19.0575313568
2026-04-24_07:46:31.107897,213.526724,19.122576,214.240150452,19.0577774048
2026-04-24_07:47:09.665165,213.52532,19.126169,214.240107536,19.0576725006
2026-04-24_07:47:10.165842,213.525327,19.126316,214.23995018,19.057056427
2026-04-24_07:47:49.724585,213.523297,19.129722,214.240121841,19.0576705933
2026-04-24_07:47:50.225310,213.523225,19.129626,214.240164757,19.0578460693
2026-04-24_07:48:30.785563,213.521446,19.133077,214.240221977,19.057964325
2026-04-24_07:48:31.286291,213.521481,19.133362,214.240136147,19.0578022003
2026-04-24_07:49:13.849447,213.519603,19.136121,214.240221977,19.0580005646
2026-04-24_07:49:14.350123,213.519675,19.136534,214.240107536,19.0576515198
2026-04-24_07:49:56.913306,213.518242,19.140213,214.240036011,19.057472229
2026-04-24_07:49:57.414152,213.517937,19.139659,214.240036011,19.0575675964
2026-04-24_07:50:41.479444,213.515841,19.1424,214.239935875,19.0571689606
2026-04-24_07:50:41.980276,213.516205,19.142353,214.23995018,19.0571727753
2026-04-24_07:51:27.047107,213.514335,19.146112,214.240064621,19.0574874878
2026-04-24_07:51:27.547827,213.514232,19.146183,214.240136147,19.0577030182
2026-04-24_07:52:13.616177,213.512562,19.149733,214.240078926,19.0576190948
2026-04-24_07:52:14.116935,213.512501,19.149989,214.240007401,19.0574626923
2026-04-24_07:53:01.186823,213.510319,19.153462,214.239993095,19.0573768616
2026-04-24_07:53:01.687568,213.510435,19.153353,214.23997879,19.0573425293
2026-04-24_07:53:49.258315,213.508991,19.156921,214.240150452,19.0577659607
2026-04-24_07:53:49.758905,213.509272,19.15701,214.240121841,19.0576839447
2026-04-24_07:54:38.331065,213.507325,19.16138,214.240250587,19.0579166412
2026-04-24_07:54:38.831709,213.507279,19.161492,214.240236282,19.0578727722
2026-04-24_07:55:28.906084,213.505735,19.165456,214.239864349,19.0570926666
2026-04-24_07:55:29.406902,213.505653,19.164963,214.239878654,19.05717659
2026-04-24_07:56:19.982009,213.504352,19.168974,214.240064621,19.0575752258
2026-04-24_07:56:20.482624,213.504252,19.16881,214.23997879,19.0572052002
2026-04-24_07:57:12.059182,213.502937,19.17217,214.240078926,19.057554245
2026-04-24_07:57:12.559970,213.502791,19.172282,214.239935875,19.0572242737
2026-04-24_07:58:05.638661,213.501169,19.176982,214.23997879,19.0572795868
2026-04-24_07:58:06.139380,213.501123,19.176766,214.240036011,19.0574436188
2026-04-24_07:59:00.219709,213.499631,19.180784,214.23989296,19.0571861267
2026-04-24_07:59:00.720448,213.499442,19.180693,214.240007401,19.0574741364
2026-04-24_07:59:55.301432,213.583905,19.18387,214.327654839,19.0577640533
2026-04-24_07:59:55.802140,213.585991,19.183192,214.339370728,19.0578746796
2026-04-24_08:00:51.384643,214.75678,21.616738,215.50093174,21.4856433868
2026-04-24_08:00:51.885407,214.75703,21.616599,215.500745773,21.4852771759
2026-04-24_08:00:54.889863,214.757172,21.616925,215.50090313,21.4855422974
2026-04-24_08:00:58.395045,214.757136,21.617308,215.501046181,21.4857654572
2026-04-24_08:01:01.399494,214.757335,21.617497,215.50098896,21.4856510162
2026-04-24_08:01:04.904699,214.756803,21.61776,215.500817299,21.4853229523
2026-04-24_08:01:08.409970,214.756449,21.617328,215.500946045,21.4855594635
2026-04-24_08:01:11.414407,214.756678,21.61796,215.50093174,21.4855575562
2026-04-24_08:01:17.924010,214.756063,21.618206,215.501089096,21.485748291
2026-04-24_08:01:18.424791,214.756248,21.618822,215.501046181,21.4858112335
2026-04-24_08:01:27.938933,214.756459,21.619688,215.500845909,21.4854793549
2026-04-24_08:01:28.439645,214.756055,21.618892,215.500845909,21.4854755402
2026-04-24_08:01:39.455958,214.756586,21.620496,215.500731468,21.4852142334
2026-04-24_08:01:39.956756,214.755819,21.619774,215.500817299,21.4853839874
2026-04-24_08:01:50.973068,214.75568,21.620874,215.500788689,21.4851837158
2026-04-24_08:01:51.473846,214.75544,21.620774,215.50101757,21.4856204987
2026-04-24_08:02:03.992419,214.754926,21.622997,215.500645638,21.485162735
2026-04-24_08:02:04.493180,214.754424,21.622184,215.500874519,21.4855060577
2026-04-24_08:02:18.013232,214.754649,21.623003,215.500802994,21.485326767
2026-04-24_08:02:18.514007,214.754777,21.623286,215.501189232,21.4859790802
2026-04-24_08:02:33.035540,214.754046,21.624377,215.500802994,21.4852561951
2026-04-24_08:02:33.536289,214.754013,21.624462,215.50098896,21.4855556488
2026-04-24_08:02:49.059294,214.753382,21.626735,215.501089096,21.4858188629
2026-04-24_08:02:49.560072,214.753562,21.627,215.500974655,21.4855937958
2026-04-24_08:03:06.084570,214.752243,21.627619,215.500888824,21.4855251312
2026-04-24_08:03:06.585337,214.752739,21.628233,215.501074791,21.4857559204
2026-04-24_08:03:24.111348,214.752587,21.629825,215.50098896,21.4856929779
2026-04-24_08:03:24.612101,214.75262,21.629778,215.500602722,21.4850177765
2026-04-24_08:03:43.139538,214.752374,21.631619,215.501046181,21.4856872559
2026-04-24_08:03:43.640356,214.752304,21.631447,215.501074791,21.4857387543
2026-04-24_08:04:03.169322,214.799273,21.632305,215.550370216,21.4857177734
2026-04-24_08:04:03.670065,214.801355,21.632446,215.562272072,21.4860630035
2026-04-24_08:06:52.921152,235.603179,37.946644,235.109724998,38.4917602539
